field sample ID,sample type,sample type code,year,river code,floodplain code/State RW,site code,trap #/HJ rep #,sample count,sample collection date,weeknum,dayofyear,person Iding,ID date,completed verification by,vial count,genus,species,male/female/nymph,total count
PT17/NF/WULW-5/002,PITFALL,PT,2017,NF,WU,LW,5,2,4-May-17,18,124,MR,3-Aug-17,JG,1 OF 1,EUCAPNOPSIS,BREVICAUDA,FEMALE,4
PT17/NF/WULW-5/002,PITFALL,PT,2017,NF,WU,LW,5,2,4-May-17,18,124,MR,3-Aug-17,JG,1 OF 1,PARALEUCTRA,OCCIDENTALIS,FEMALE,3
PT17/NF/WULW-5/002,PITFALL,PT,2017,NF,WU,LW,5,2,4-May-17,18,124,MR,3-Aug-17,JG,1 OF 1,TAENIONEMA,SPP,FEMALE,1
SW17/NF/WULW/002,SWEEP,SW,2017,NF,WU,LW,-,1,4-May-17,18,124,MR,3-Aug-17,JG,1 OF 1 ,EUCAPNOPSIS,BREVICAUDA,MALE,19
SW17/NF/WULW/002,SWEEP,SW,2017,NF,WU,LW,-,1,4-May-17,18,124,MR,3-Aug-17,JG,1 OF 1 ,EUCAPNOPSIS,BREVICAUDA,FEMALE,9
SW17/NF/WULW/002,SWEEP,SW,2017,NF,WU,LW,-,1,4-May-17,18,124,MR,3-Aug-17,JG,1 OF 1 ,PARALEUCTRA,OCCIDENTALIS,MALE,1
SW17/NF/WULW/002,SWEEP,SW,2017,NF,WU,LW,-,1,4-May-17,18,124,MR,3-Aug-17,JG,1 OF 1 ,PROSTOIA,SPP,MALE,1
SW17/NF/WULW/002,SWEEP,SW,2017,NF,WU,LW,-,1,4-May-17,18,124,MR,3-Aug-17,JG,1 OF 1 ,TAENIONEMA,SPP,FEMALE,1
PT17/NF/CBLC-1/002,PITFALL,PT,2017,NF,CB,LC,1,2,4-May-17,18,124,-,-,JG,1 OF 1,EUCAPNOPSIS,BREVICAUDA,Nymph,1
PT17/NF/WULW-2/002,PITFALL,PT,2017,NF,WU,LW,2,2,4-May-17,18,124,MR,-,JG,1 of 1,EUCAPNOPSIS,BREVICAUDA,FEMALE,4
SW17/NF/CBGF/002,SWEEP,SW,2017,NF,CB,GF,-,2,4-May-17,18,124,KW,,JG,1 of 1,SKWALA,SPP,FEMALE,1
PT17/KA/WO-7/005,PITFALL,PT,2017,KA,KA,WO,7,2,4-May-17,18,124,MR,,,1 OF 1,TAENIONEMA,PACIFICUM,MALE,4
PT17/NY/OU-9/001,PITFALL,PT,2017,MF,NY,OU,9,1,5-May-17,18,125,MR,20-Jul-17,,1 OF 1,DIURA,SPP,Nymph,1
PT17/NY/OU-7/001,PITFALL,PT,2017,MF,NY,OU,7,1,5-May-17,18,125,MR,28-Jul-17,,1 OF 1,ISOCAPNIA,INTEGRA,male,3
PT17/NY/OU-7/001,PITFALL,PT,2017,MF,NY,OU,7,1,5-May-17,18,125,MR,28-Jul-17,,1 OF 1,TAENIONEMA,SPP,FEMALE,1
PT17/NY/OU-6/001,PITFALL,PT,2017,MF,NY,OU,6,1,5-May-17,18,125,MR,31-Jul-17,,1 OF 1 ,ISOCAPNIA,INTEGRA,MALE,25
PT17/NY/OU-6/001,PITFALL,PT,2017,MF,NY,OU,6,1,5-May-17,18,125,MR,31-Jul-17,,1 OF 1 ,ISOCAPNIA,INTEGRA,FEMALE,2
RK17/NY/OU/001,ROCKPICK,RK,2017,MF,NY,OU,-,1,5-May-17,18,125,MR,31-Jul-17,,1 OF 1,ISOCAPNIA,GRANDIS,male,1
RK17/NY/OU/001,ROCKPICK,RK,2017,MF,NY,OU,-,1,5-May-17,18,125,MR,31-Jul-17,,1 OF 1,PROSTOIA,SPP,MALE,1
RK17/NY/OU/001,ROCKPICK,RK,2017,MF,NY,OU,-,1,5-May-17,18,125,MR,31-Jul-17,,1 OF 1,PROSTOIA,SPP,FEMALE,1
RK17/NY/OU/001,ROCKPICK,RK,2017,MF,NY,OU,-,1,5-May-17,18,125,MR,31-Jul-17,,1 OF 1,SKWALA ,AMERICANA,MALE,1
PT17/NF/CBGF-5/002,PITFALL,PT,2017,NF,CB,GF,5,2,5-May-17,18,125,MR,3-Aug-17,JG,1 OF 1 ,PARALEUCTRA,OCCIDENTALIS,Nymph,1
PT17/NF/CBGF-5/002,PITFALL,PT,2017,NF,CB,GF,5,2,5-May-17,18,125,MR,3-Aug-17,JG,1 OF 1,PROSTOIA,SPP,MALE,1
PT17/KA/WO-10/002,PITFALL,PT,2017,KA,KA,WO,10,2,5-May-17,18,125,KW,3-Oct-17,,1 OF 1,TAENIONEMA,PACIFICUM,MALE,1
PT17/NY/OU-7/001,PITFALL,PT,2017,MF,NY,OU,7,1,5-May-17,18,125,MR,,,1 OF 1,DIURA,SPP,NYMPH,1
PT17/NF/GRSM-1/001,PITFALL,PT,2017,NF,GR,SM,1,1,6-May-17,18,126,MR,3-Aug-17,,1 OF 1,EUCAPNOPSIS,BREVICAUDA,FEMALE,1
PT17/NF/GRSM-1/001,PITFALL,PT,2017,NF,GR,SM,1,1,6-May-17,18,126,MR,3-Aug-17,,1 OF 1,ISOCAPNIA,GRANDIS,NYMPH,1
PT17/NF/GRSM-1/001,PITFALL,PT,2017,NF,GR,SM,1,1,6-May-17,18,126,MR,3-Aug-17,,1 OF 1,ISOCAPNIA,INTEGRA,MALE,7
PT17/NF/GRSM-1/001,PITFALL,PT,2017,NF,GR,SM,1,1,6-May-17,18,126,MR,3-Aug-17,,1 OF 1,PROSTOIA,BESAMETSA,MALE,1
PT17/NF/GRSM-1/001,PITFALL,PT,2017,NF,GR,SM,1,1,6-May-17,18,126,MR,3-Aug-17,,1 OF 1,TAENIONEMA,SPP,NYMPH,1
SW17/KA/PR/003,SWEEP,SW,2017,KA,KA,PR,-,3,8-May-17,19,128,KW,26-Jul-17,JG,1 of 1,DIURA,KNOWLTONI,male,1
SW17/KA/PR/003,SWEEP,SW,2017,KA,KA,PR,-,3,8-May-17,19,128,KW,26-Jul-17,JG,1 of 1,DIURA,KNOWLTONI,FEMALE,1
SW17/KA/PR/003,SWEEP,SW,2017,KA,KA,PR,-,3,8-May-17,19,128,KW,26-Jul-17,JG,1 of 1,ISOCAPNIA,GRANDIS,FEMALE,1
SW17/KA/PR/003,SWEEP,SW,2017,KA,KA,PR,-,3,8-May-17,19,128,KW,26-Jul-17,JG,1 of 1,TAENIONEMA,PACIFICUM,male,3
SW17/KA/PR/003,SWEEP,SW,2017,KA,KA,PR,-,3,8-May-17,19,128,KW,26-Jul-17,JG,1 of 1,TAENIONEMA,SPP,FEMALE,13
PT17/KA/PR-4/004,PITFALL,PT,2017,KA,KA,PR,4,4,8-May-17,19,128,KW,27-Jul-17,JG,1 of 1,TAENIONEMA,SPP,Nymph,3
PT17/KA/PR-4/004,PITFALL,PT,2017,KA,KA,PR,4,4,8-May-17,19,128,KW,27-Jul-17,JG,1 of 1,TAENIONEMA,SPP,FEMALE,1
PT17/KA/PR-5/004,PITFALL,PT,2017,KA,KA,PR,5,4,8-May-17,19,128,MR,28-Jul-17,,2 OF 2,TAENIONEMA,SPP,NYMPH,20
PT17/KA/PR-5/004,PITFALL,PT,2017,KA,KA,PR,5,4,8-May-17,19,128,MR,28-Jul-17,,1 OF 2,TAENIONEMA,SPP,Nymph,20
PT17/KA/PR-5/004,PITFALL,PT,2017,KA,KA,PR,5,4,8-May-17,19,128,MR,28-Jul-17,,1 of 1,TAENIONEMA,SPP,FEMALE,3
SW17/KA/ST5R/002,SWEEP,SW,2017,KA,KA,ST5R,-,2,8-May-17,19,128,MR,31-Jul-17,,1 OF 1,DODDSIA,OCCIDENTALIS,FEMALE,1
SW17/KA/ST5R/002,SWEEP,SW,2017,ka,KA,ST5R,-,2,8-May-17,19,128,KW,31-Jul-17,JG,1 of 1,TAENIONEMA,PACIFICUM,MALE,2
SW17/KA/ST5R/002,SWEEP,SW,2017,ka,KA,ST5R,-,2,8-May-17,19,128,KW,31-Jul-17,JG,1 of 1,TAENIONEMA,SPP,FEMALE,2
PT17/MF/OU-6/002,PITFALL,PT,2017,MF,NY,OU,6,2,9-May-17,19,129,MR,23-Jun-17,JG,1 of 1,DIURA,SPP,Nymph,1
SW17/MF/NYOU/001,SWEEP,SW,2017,MF,NY,OU,-,1,9-May-17,19,129,KW,10-Jul-17,JG,1 of 1,ISOCAPNIA,GRANDIS,MALE,2
SW17/MF/NYOU/001,SWEEP,SW,2017,MF,NY,OU,-,1,9-May-17,19,129,KW,10-Jul-17,JG,1 of 1,ISOCAPNIA,GRANDIS,FEMALE,1
SW17/MF/NYOU/001,SWEEP,SW,2017,MF,NY,OU,-,1,9-May-17,19,129,KW,10-Jul-17,JG,1 of 1,PERLOMYIA,UTAHENSIS,MALE,1
SW17/MF/NYOU/001,SWEEP,SW,2017,MF,NY,OU,-,1,9-May-17,19,129,KW,10-Jul-17,JG,1 of 1,PROSTOIA,BESAMETSA,FEMALE,1
PT17/NF/GRUT-5/001,PITFALL,PT,2017,NF,GR,UT,5,1,10-May-17,19,130,MR,28-Jun-17,JG,1 of 1,DIURA,SPP,Nymph,2
PT17/NF/GRSM-1/001,PITFALL,PT,2017,NF,GR,SM,1,1,10-May-17,19,130,MR,3-Aug-17,,1 OF 1,DIURA,SPP,NYMPH,3
PT17/NF/GRUT-2/001,PITFALL,PT,2017,NF,GR,UT,2,1,10-May-17,19,130,MR,3-Aug-17,JG,1 OF 1 ,DIURA,KNOWLTONI,NYMPH,1
PT17/MF/WGDN-4/001,PITFALL,PT,2017,MF,WG,DN,4,1,10-May-17,19,130,MR,9-Aug-17,JG,1 OF 1,SKWALA,AMERICANA,MALE,3
PT17/NF/GRSM-3/001,PITFALL,PT,2017,NF,GR,SM,3,1,10-May-17,19,130,GF,16-Aug-17,JG,1 OF 1,ISOCAPNIA,INTEGRA,MALE,1
PT17/NF/GRSM-3/001,PITFALL,PT,2017,NF,GR,SM,3,1,10-May-17,19,130,GF,16-Aug-17,JG,1 OF 1,UTACAPNIA,PODA,FEMALE,1
PT17/NF/CBCC-5/001,PITFALL,PT,2017,NF,CB,CC,5,1,10-May-17,19,130,,,JG,1 OF 1,DIURA,SPP,NYMPH,1
PT17/MF/WGDN-1/001,PITFALL,PT,2017,MF,WG,DN,1,1,10-May-17,19,130,KW,,JG,1 OF 1,DIURA,KNOWLTONI,MALE,1
PT17/NF/GRSM-5/001,PITFALL,PT,2017,NF,GR,SM,5,1,10-May-17,19,130,,,JG,1 OF 1,DIURA,SPP,NYMPH,1
PT17/NF/GRSM-2/001,Pitfall,PT,2017,NF,GR,SM,2,1,10-May-17,19,130,GF,,,,ISOCAPNIA,CRINITA,MALE,3
PT17/NF/GRUT-5/001,PITFALL,PT,2017,NF,GR,UT,5,1,10-May-17,19,130,MR,,JG,1 OF 1,DIURA,KNOWLTONI,FEMALE,1
PT17/NF/GRUT-5/001,PITFALL,PT,2017,NF,GR,UT,5,1,10-May-17,19,130,MR,,JG,1 OF 1,DIURA,KNOWLTONI,MALE,1
PT17/NF/GRUT-1/001,PITFALL,PT,2017,NF,GR,UT,1,1,10-May-17,19,130,MR,,JG,1 OF 1,DIURA,SPP,MALE,1
PT17/NF/GRUT-4/001,PITFALL,PT,2017,NF,GR,UT,4,1,10-May-17,19,130,GF,,,1 OF  1,ISOPERLA,SPP,NYMPH,5
PT17/NF/WULW-3/003,PITFALL,PT,2017,NF,WU,LW,3,3,11-May-17,19,131,KW,28-Feb-17,JG,1 OF 1,PERLOMYIA,Utahensis,NYMPH,1
PT17/NF/WULW-4/003,PITFALL,PT,2017,NF,WU,LW,4,3,11-May-17,19,131,group,1-May-17,JG,1 of 1,DIURA,SPP,Nymph,1
PT17/NF/WULW-4/003,PITFALL,PT,2017,NF,WU,LW,4,3,11-May-17,19,131,group,1-May-17,JG,1 of 1,PARALEUCTRA,OCCIDENTALIS,male,2
PT17/NF/WULW-4/003,PITFALL,PT,2017,NF,WU,LW,4,3,11-May-17,19,131,group,1-May-17,JG,1 of 1,TAENIONEMA,SPP,FEMALE,1
PT17/NF/WUMD-1/003,PITFALL,PT,2017,NF,WU,MD,1,3,11-May-17,19,131,group,1-May-17,JG,1 of 1,DIURA,SPP,Nymph,1
PT17/NF/WUMD-5/003,PITFALL,PT,2017,NF,WU,MD,5,3,11-May-17,19,131,group,1-May-17,JG,1 of 1,EUCAPNOPSIS,BREVICAUDA,male,3
PT17/NF/WUMD-5/003,PITFALL,PT,2017,NF,WU,MD,5,3,11-May-17,19,131,group,1-May-17,JG,1 of 1,EUCAPNOPSIS,BREVICAUDA,FEMALE,2
PT17/NF/WUMD-1/003,PITFALL,PT,2017,NF,WU,MD,1,3,11-May-17,19,131,group,1-May-17,JG,1 of 1,EUCAPNOPSIS,BREVICAUDA,male,1
PT17/NF/WUMD-1/003,PITFALL,PT,2017,NF,WU,MD,1,3,11-May-17,19,131,group,1-May-17,JG,1 of 1,EUCAPNOPSIS,BREVICAUDA,FEMALE,2
PT17/NF/WUMD-5/003,PITFALL,PT,2017,NF,WU,MD,5,3,11-May-17,19,131,group,1-May-17,JG,1 of 1,ISOCAPNIA,INTEGRA,male,1
PT17/NF/WUMD-1/003,PITFALL,PT,2017,NF,WU,MD,1,3,11-May-17,19,131,group,1-May-17,JG,1 of 1,ISOCAPNIA,INTEGRA,male,2
PT17/NF/WUMD-5/003,PITFALL,PT,2017,NF,WU,MD,5,3,11-May-17,19,131,group,1-May-17,JG,1 of 1,ISOCAPNIA,SPP,Male,2
PT17/NF/WUMD-5/003,PITFALL,PT,2017,NF,WU,MD,5,3,11-May-17,19,131,group,1-May-17,JG,1 of 1,ISOCAPNIA,SPP,FEMALE,1
PT17/NF/WUMD-5/003,PITFALL,PT,2017,NF,WU,MD,5,3,11-May-17,19,131,group,1-May-17,JG,1 of 1,SKWALA,AMERICANA,male,2
PT17/NF/WUMD-5/003,PITFALL,PT,2017,NF,WU,MD,5,3,11-May-17,19,131,group,1-May-17,JG,1 of 1,SKWALA,AMERICANA,FEMALE,1
PT17/NF/WUMD-5/003,PITFALL,PT,2017,NF,WU,MD,5,3,11-May-17,19,131,group,1-May-17,JG,1 of 1,TAENIONEMA,SPP,Nymph,2
PT17/NF/WUMD-1/003,PITFALL,PT,2017,NF,WU,MD,1,3,11-May-17,19,131,group,1-May-17,JG,1 of 1,TAENIONEMA,SPP,FEMALE,1
PT17/NF/CBGF-4/003,PITFALL,PT,2017,NF,CB,GF,4,3,11-May-17,19,131,MR,23-Jun-17,,1 of 1,DIURA,SPP,Nymph,2
PT17/NF/WULW-1/003,PITFALL,PT,2017,NF,WU,LW,1,3,11-May-17,19,131,MR,3-Aug-17,JG,1 OF 1,DIURA,KNOWLTONI,NYMPH,2
PT17/NF/WULW-1/003,PITFALL,PT,2017,NF,WU,LW,1,3,11-May-17,19,131,MR,3-Aug-17,JG,1 of 1,PERLOMYIA,UTAHENSIS,FEMALE,1
PT17/NF/WULW-1/003,PITFALL,PT,2017,NF,WU,LW,1,3,11-May-17,19,131,MR,3-Aug-17,JG,1 OF 1,PERLOMYIA,UTAHENSIS,MALE,1
PT17/NF/WULW-1/003,PITFALL,PT,2017,NF,WU,LW,1,3,11-May-17,19,131,MR,3-Aug-17,JG,1 OF 1 ,TAENIONEMA,SPP,NYMPH,4
PT17/NF/WULW-5/003,PITFALL,PT,2017,NF,WU,LW,5,3,11-May-17,19,131,MR,9-Aug-17,,1 OF 1,SKWALA,AMERICANA,MALE,2
SW17/NF/CBGF/003,SWEEP,SW,2017,NF,CB,GF,-,3,11-May-17,19,131,GF,16-Aug-17,JG,1 OF 1,CAPNIA,CONFUSA,FEMALE,1
RK17/NF/WULW/003,ROCKPICK,RK,2017,NF,WU,LW,-,3,11-May-17,19,131,GF,16-Aug-17,JG,1 OF 1,PROSTOIA,SPP,NYMPH,1
PT17/NF/WULW-03/003,PITFALL,PT,2017,NF,WU,LW,3,3,11-May-17,19,131,KW,25-Dec-20,,1 of 1,Taenionema,SPP,FEMALE ,2
PT17/NF/WUMD-3/003,PITFALL,PT,2017,NF,WU,MD,3,3,11-May-17,19,131,GF,-,JG,1 OF 1,EUCAPNOPSIS,BREVICAUDA,FEMALE,6
PT17/NF/WUMD-3/003,PITFALL,PT,2017,NF,WU,MD,3,3,11-May-17,19,131,GF,-,JG,1 OF 1,EUCAPNOPSIS,BREVICAUDA,MALE,3
RK17/NF/WUMD/003,ROCKPICK,RK,2017,NF,WU,MD,-,3,11-May-17,19,131,GF,-,JG,1 OF 1,EUCAPNOPSIS,BREVICAUDA,MALE,2
RK17/NF/WUMD/003,ROCKPICK,RK,2017,NF,WU,MD,-,3,11-May-17,19,131,GF,-,JG,1 OF 1,EUCAPNOPSIS,BREVICAUDA,FEMALE,18
SW17/NF/WUMD/002,SWEEP,SW,2017,NF,WU,MD,-,2,11-May-17,19,131,GF,-,JG,1 OF 1,PRALEUCTRA,JEWETTI,MALE,1
PT17/NF/CBGF-2/003,PITFALL,PT,2017,NF,CB,GF,2,3,11-May-17,19,131,MR,,JG,1 OF 1,DIURA,SPP,NYMPH,1
PT17/NF/CBGF-5/003,PITFALL,PT,2017,NF,CB,GF,5,3,11-May-17,19,131,MR,,JG,1 OF 1,TAENIONEMA,SPP,NYMPH,1
PT17/NF/WULW-4/003,PITFALL,PT,2017,NF,WU,LW,4,3,11-May-17,19,131,KW,,JG,1 OF 1,PERLOMYIA,UTAHENSIS,MALE,1
PT17/NF/WULW-2/002,PITFALL,PT,2017,NF,WU,LW,2,2,11-May-17,19,131,MR,,JG,1 OF 1,TAENIONEMA,SPP,NYMPH,1
PT17/NF/WUMD-3/003,PITFALL,PT,2017,NF,WU,MD,3,3,11-May-17,19,131,GF,,JG,1 OF 1,ISOCAPNIA,INTEGRA,MALE,1
SW17/NF/WUMD/002,SWEEP,SW,2017,NF,WU,MD,-,2,11-May-17,19,131,GF,,JG,1 OF 1,PARALEUCTRA,OCCIDENTALIS,FEMALE,1
SW17/KA/PR/004,SWEEP,SW,2017,KA,KA,PR,-,4,12-May-17,19,132,KW,12-Jul-17,JG,1 of 1,TAENIONEMA,PACIFICUM,FEMALE,3
SW17/KA/ST5R/005 ,SWEEP,SW,2017,KA,KA,ST5R,-,3,15-May-17,20,135,GF,8-Aug-17,,1 OF 1 ,NEMOURIDAE,SPP,,2
SW17/KA/ST5R/003,SWEEP,SW,2017,KA,KA,ST5R,-,3,15-May-17,20,135,GF,8-Aug-17,JG,1 of 1,PODMOSTA,DELICATULA?,FEMALE,1
SW17/KA/ST5R/005 ,SWEEP,SW,2017,KA,KA,ST5R,-,3,15-May-17,20,135,GF,8-Aug-17,,1 OF 1 ,PROSTOIA,BESAMETSA,FEMALE,1
SW17/KA/ST5R/003,SWEEP,SW,2017,KA,KA,ST5R,-,3,15-May-17,20,135,GF,8-Aug-17,JG,1 of 1,TAENIONEMA,PACIFICUM,FEMALE,2
SW17/KA/PR/004,SWEEP,SW,2017,KA,KA,PR,-,4,15-May-17,20,135,MR,9-Aug-17,,1 OF 1,EUCAPNOPSIS,BREVICAUDA,FEMALE,1
SW17/KA/PR/004,SWEEP,SW,2017,KA,KA,PR,-,4,15-May-17,20,135,MR,9-Aug-17,,1 OF 1,TAENIONEMA,PALLIDUM,MALE,1
SW17/KA/PR/004,SWEEP,SW,2017,KA,KA,PR,-,4,15-May-17,20,135,MR,9-Aug-17,,1 OF 1,TAENIONEMA,SPP,FEMALE,2
PT17/MF/NYOU-6/002,PITFALL,PT,2017,MF,NY,OU,6,2,17-May-17,20,137,MR,3-Aug-17,JG,1 OF 1,DIURA,KNOWLTONI,NYMPH,2
PT17/NF/GRSM-1/002,PITFALL,PT,2017,NF,GR,SM,1,2,17-May-17,20,137,MR,3-Aug-17,JG,1 OF 1,DIURA,KNOWLTONI,NYMPH,1
PT17/NF/GRUT-1/002,PITFALL,PT,2017,NF,GR,UT,1,2,17-May-17,20,137,MR,9-Aug-17,JG,1 OF 1 ,TAENIONEMA,SPP,NYMPH,1
PT17/MF/WGDN-4/002,PITFALL,PT,2017,MF,WG,DN,4,2,17-May-17,20,137,MR,,JG,1 OF 1,DIURA,SPP,NYMPH,1
PT17/MF/NYOU-10/001,PITFALL,PT,2017,MF,NY,OU,10,1,17-May-17,20,137,MR,,JG,1 OF 1,DIURA,SPP,NYMPH,1
PT17/NF/WUMD-1/004,PITFALL,PT,2017,NF,WU,MD,1,4,18-May-17,20,138,GF,19-Jul-17,,1 of 1,EUCAPNOPSIS,BREVICAUDA,FEMALE,4
PT17/NF/WUMD-1/004,PITFALL,PT,2017,NF,WU,MD,1,4,18-May-17,20,138,GF,19-Jul-17,,1 of 1,EUCAPNOPSIS,BREVICAUDA,male,1
PT17/NF/WUMD-1/004,PITFALL,PT,2017,NF,WU,MD,1,4,18-May-17,20,138,GF,19-Jul-17,,1 of 1,ISOCAPNIA,CRINITA,male,1
PT17/NF/WUMD-1/004,PITFALL,PT,2017,NF,WU,MD,1,4,18-May-17,20,138,GF,19-Jul-17,,1 of 1,TAENIONEMA,SPP,Nymph,1
RK17/NF/WULW/004,ROCKPICK,RK,2017,NF,WU,LW,-,4,18-May-17,20,138,GF,29-Aug-17,,1 OF 1,ISOCAPNIA,GRANDIS,NYMPH,1
RK17/NF/WULW/004,ROCKPICK,RK,2017,NF,WU,LW,-,4,18-May-17,20,138,GF,29-Aug-17,,1 OF 1,ISOCAPNIA,GRANDIS,MALE,6
RK17/NF/WULW/004,ROCKPICK,RK,2017,NF,WU,LW,-,4,18-May-17,20,138,GF,29-Aug-17,,1 OF 1 ,ISOCAPNIA,INTEGRA,MALE,3
RK17/NF/WUMD/004,ROCKPICK,RK,2017,NF,WU,MD,-,4,18-May-17,20,138,GF,30-Aug-17,JG,1 OF 1,EUCAPNOPSIS,BREVICAUDA,MALE,1
RK17/NF/WUMD/004,ROCKPICK,RK,2017,NF,WU,MD,-,4,18-May-17,20,138,GF,30-Aug-17,,1 OF 1,EUCAPNOPSIS,BREVICAUDA,FEMALE,2
RK17/NF/WUMD/004,ROCKPICK,RK,2017,NF,WU,MD,-,1,18-May-17,20,138,GF,1-Oct-17,,1 OF 1,EUCAPNOPSIS,BREVICAUDA,FEMALE ,1
SW17/NF/CBCC/001,SWEEP,SW,2017,NF,CB,CC,-,1,18-May-17,20,138,GF,,,1 of 1,ISOCAPNIA,CRINITA,Male ,1
PT17/NF/WULW-1/004,PITFALL,PT,2017,NF,WU,LW,1,4,18-May-17,20,138,MR,,JG,1 OF 1,DIURA,SPP,NYMPH,3
RK17/NF/WUMD/004,ROCKPICK,RK,2017,NF,WU,MD,-,4,18-May-17,20,138,GF,,JG,1 OF 1,PARALEUCTRA,OCCIDENTALIS,FEMALE,1
SW17/KA/ST5R/004,SWEEP,SW,2017,KA,KA,ST5R,-,4,21-May-17,21,141,KW,13-Jul-17,,1 of 1,EUCAPNOPSIS,BREVICAUDA,FEMALE,1
SW17/KA/ST5R/004,SWEEP,SW,2017,KA,KA,ST5R,-,4,21-May-17,21,141,Kw,13-Jul-17,JG,1 of 1,ISOCAPNIA,GRANDIS,FEMALE,1
PT17/MF/ESRZ-5/001,PITFALL,PT,2017,MF,ES,RZ,5,1,23-May-17,21,143,group,1-May-17,JG,1 of 1,DIURA,SPP,Nymph,1
PT17/MF/ESRZ-3/001,PITFALL,PT,2017,MF,ES,RZ,3,1,23-May-17,21,143,group,1-May-17,JG,1 of 1,SKWALA,SPP,,1
SW17/MF/ESRZ/002,SWEEP,SW,2017,MF,ES,RZ,-,2,23-May-17,21,143,GF,26-Jul-17,,1 OF 1,BOLSHECAPNIA,MILAMI,FEMALE,1
PT17/MF/ESRZ-2/001,PITFALL,PT,2017,MF,ES,RZ,2,1,23-May-17,21,143,GF,27-Jul-17,JG,1 OF1,DIURA,SPP,Nymph,1
PT17/MF/ESRZ-2/001,PITFALL,PT,2017,MF,ES,RZ,2,1,23-May-17,21,143,GF,27-Jul-17,JG,1 OF1,SKWALA,AMERICANA,MALE,1
PT17/NF/GRUT-2/002,PITFALL,PT,2017,NF,GR,UT,2,2,25-May-17,21,145,GF,26-Jul-17,,1 OF 1,DIURA,SPP,Nymph,1
PT17/NF/WULW-4/004,PITFALL,PT,2017,NF,WU,LW,4,4,27-May-17,21,147,GF,26-Jul-17,,1 OF 1,DIURA,KNOWLTONI,male,2
PT17/NF/WULW-4/004,PITFALL,PT,2017,NF,WU,LW,4,4,27-May-17,21,147,GF,26-Jul-17,JG,1 OF 1,DIURA,SPP,Nymph,2
RK17/NF/WUMD/005,ROCKPICK,RK,2017,NF,WU,MD,-,5,27-May-17,21,147,GF,27-Jul-17,JG,1 OF 1,DIURA,KNOWLTONI,male,1
RK17/NF/WUMD/005,ROCKPICK,RK,2017,NF,WU,MD,-,5,27-May-17,21,147,GF,27-Jul-17,JG,1 OF1,EUCAPNOPSIS,BREVICAUDA,FEMALE,1
PT17/NF/CBGF-1/004,PITFALL,PT,2017,NF,CB,GF,1,4,27-May-17,21,147,,,JG,1 OF 1,DIURA,SPP,FEMALE,1
PT17/NF/CBGF-1/004,PITFALL,PT,2017,NF,CB,GF,1,4,27-May-17,21,147,MR,,JG,1 OF 1,DIURA,SPP,NYMPH,1
PT17/NF/CBGF-5/003,PITFALL,PT,2017,NF,CB,GF,5,3,27-May-17,21,147,MR,,JG,1 OF 1,DIURA,SPP,NYMPH,2
PT17/KA/PR-6/004,PITFALL,PT,2017,ka,KA,PR,6,4,28-May-17,22,148,GF,27-Jul-17,JG,1 OF1,ISOCAPNIA,GRANDIS,male,1
PT17/MF/ESBC-4/001,PITFALL,PT,2017,MF,ES,BC,4,1,29-May-17,22,149,group,1-May-17,JG,1 of 1,DIURA,SPP,NYMPH,1
PT17/MF/ESBC-5/001,PITFALL,PT,2017,MF,ES,BC,5,1,29-May-17,22,149,group,1-May-17,JG,1 of 1,DIURA,SPP,NYMPH,1
PT17/MF/WGDN-4/002,PITFALL,PT,2017,MF,WG,DN,4,2,30-May-17,22,150,group,1-May-17,JG,1 of 1,DIURA,SPP,Nymph,1
PT17/MF/NYOU-10/002,PITFALL,PT,2017,MF,NY,OU,10,2,30-May-17,22,150,KW,27-Jul-17,JG,1 of 1,SWELTSA,SPP,Nymph,1
SW17/MF/NYOU/002,SWEEP,SW,2017,MF,NY,OU,-,2,30-May-17,22,150,MR,-,JG,1 OF 1,ISOPERLA,SOBRIA,MALE,1
PT17/NF/CBCC-3/001,PITFALL,PT,2017,NF,CB,CC,3,1,31-May-17,22,151,group,1-May-17,JG,1 of 1,DIURA,SPP,Nymph,1
PT17/NF/CBCC-1/001,PITFALL,PT,2017,NF,CB,CC,1,1,31-May-17,22,151,group,1-May-17,JG,1 of 1,DIURA,SPP,Nymph,1
PT17/NF/CBGF-4/004,PITFALL,PT,2017,NF,CB,GF,4,4,31-May-17,22,151,group,1-May-17,JG,1 of 1,DIURA,SPP,Nymph,1
PT17/NF/WUMD-5/004,PITFALL,PT,2017,NF,WU,MD,5,4,31-May-17,22,151,group,1-May-17,JG,1 of 1,DIURA,SPP,Nymph,1
PT17/NF/WULW-4/005,PITFALL,PT,2017,NF,WU,LW,4,5,31-May-17,22,151,GF,26-Jul-17,,1 OF 1,DIURA,SPP,Nymph,1
PT17/NF/GRSM-2/002,PITFALL,PT,2017,NF,GR,SM,2,2,1-Jun-17,22,152,GF,26-Jul-17,,1 OF 1,DIURA,SPP,Nymph,1
PT17/NF/GRUT-4/002,PITFALL,PT,2017,NF,GR,UT,4,2,1-Jun-17,22,152,GF,26-Jul-17,,1 OF 1,PARAPERLA,FRONTALIS,Nymph,1
PT17/NF/GRSM-2/002,PITFALL,PT,2017,NF,GR,SM,-,1,1-Jun-17,22,152,GF,1-Oct-17,,1 OF1,Diura,spp,Nymph,1
